测点编号|监测时间|温度(℃)
T-E-1|2017-05-17 23:50:13|27.17
T-E-1|2017-05-17 23:50:25|25.17
T-E-1|2017-05-17 23:50:37|27.17
T-E-1|2017-05-17 23:50:49|25.17
T-E-1|2017-05-17 23:51:02|26.16
T-E-1|2017-05-17 23:51:14|27.16
T-E-1|2017-05-17 23:51:26|24.16
T-E-1|2017-05-17 23:51:38|25.16
T-E-1|2017-05-17 23:51:50|27.16
T-E-1|2017-05-17 23:52:03|24.16
T-E-1|2017-05-17 23:52:15|27.16
T-E-1|2017-05-17 23:52:27|24.16
T-E-1|2017-05-17 23:52:39|26.16
T-E-1|2017-05-17 23:52:51|27.16
T-E-1|2017-05-17 23:53:04|24.16
T-E-1|2017-05-17 23:53:16|25.16
T-E-1|2017-05-17 23:53:28|24.16
T-E-1|2017-05-17 23:53:40|26.16
T-E-1|2017-05-17 23:53:52|25.16
T-E-1|2017-05-17 23:54:05|25.16
T-E-1|2017-05-17 23:54:17|27.16
T-E-1|2017-05-17 23:54:29|24.16
T-E-1|2017-05-17 23:54:41|26.16
T-E-1|2017-05-17 23:54:53|24.16
T-E-1|2017-05-17 23:55:06|25.16
T-E-1|2017-05-17 23:55:18|26.16
T-E-1|2017-05-17 23:55:30|27.16
T-E-1|2017-05-17 23:55:42|26.16
T-E-1|2017-05-17 23:55:54|26.16
T-E-1|2017-05-17 23:56:07|26.16
T-E-1|2017-05-17 23:56:19|24.16
T-E-1|2017-05-17 23:56:31|25.16
T-E-1|2017-05-17 23:56:43|26.16
T-E-1|2017-05-17 23:56:56|27.16
T-E-1|2017-05-17 23:57:08|27.16
T-E-1|2017-05-17 23:57:20|24.16
T-E-1|2017-05-17 23:57:32|25.16
T-E-1|2017-05-17 23:57:44|24.16
T-E-1|2017-05-17 23:57:57|25.16
T-E-1|2017-05-17 23:58:09|24.16
T-E-1|2017-05-17 23:58:21|27.16
T-E-1|2017-05-17 23:58:33|24.16
T-E-1|2017-05-17 23:58:46|25.16
T-E-1|2017-05-17 23:58:58|25.16
T-E-1|2017-05-17 23:59:10|27.16
T-E-1|2017-05-17 23:59:22|26.16
T-E-1|2017-05-17 23:59:35|27.16
T-E-1|2017-05-17 23:59:47|26.16
T-E-1|2017-05-17 23:59:59|27.16
T-E-1|2017-05-18 00:00:13|22.48
T-E-1|2017-05-18 00:00:25|22.48
T-E-1|2017-05-18 00:00:37|23.48
T-E-1|2017-05-18 00:00:50|24.48
T-E-1|2017-05-18 00:01:02|22.46
T-E-1|2017-05-18 00:01:14|23.46
T-E-1|2017-05-18 00:01:26|24.46
T-E-1|2017-05-18 00:01:39|23.46
T-E-1|2017-05-18 00:01:51|22.46
T-E-1|2017-05-18 00:02:03|24.44
T-E-1|2017-05-18 00:02:15|21.44
T-E-1|2017-05-18 00:02:27|22.44
T-E-1|2017-05-18 00:02:40|24.44
T-E-1|2017-05-18 00:02:52|21.44
T-E-1|2017-05-18 00:03:04|21.42
T-E-1|2017-05-18 00:03:16|22.42
T-E-1|2017-05-18 00:03:29|22.42
T-E-1|2017-05-18 00:03:41|22.42
T-E-1|2017-05-18 00:03:53|23.42
T-E-1|2017-05-18 00:04:05|22.4
T-E-1|2017-05-18 00:04:18|22.4
T-E-1|2017-05-18 00:04:30|23.4
T-E-1|2017-05-18 00:04:42|24.4
T-E-1|2017-05-18 00:04:54|21.4
T-E-1|2017-05-18 00:05:07|23.37
T-E-1|2017-05-18 00:05:19|21.37
T-E-1|2017-05-18 00:05:31|21.37
T-E-1|2017-05-18 00:05:43|21.37
T-E-1|2017-05-18 00:05:56|22.37
T-E-1|2017-05-18 00:06:08|21.35
T-E-1|2017-05-18 00:06:20|22.35
T-E-1|2017-05-18 00:06:32|23.35
T-E-1|2017-05-18 00:06:45|24.35
T-E-1|2017-05-18 00:06:57|21.35
T-E-1|2017-05-18 00:07:09|21.33
T-E-1|2017-05-18 00:07:21|22.33
T-E-1|2017-05-18 00:07:34|24.33
T-E-1|2017-05-18 00:07:46|24.33
T-E-1|2017-05-18 00:07:58|22.33
T-E-1|2017-05-18 00:08:10|22.31
T-E-1|2017-05-18 00:08:23|23.31
T-E-1|2017-05-18 00:08:35|23.31
T-E-1|2017-05-18 00:08:47|23.31
T-E-1|2017-05-18 00:08:59|23.31
T-E-1|2017-05-18 00:09:12|23.29
T-E-1|2017-05-18 00:09:24|23.29
T-E-1|2017-05-18 00:09:36|24.29
T-E-1|2017-05-18 00:09:48|23.29
T-E-1|2017-05-18 00:10:01|22.27
T-E-1|2017-05-18 00:10:13|24.27
T-E-1|2017-05-18 00:10:25|24.27
T-E-1|2017-05-18 00:10:38|24.27
T-E-1|2017-05-18 00:10:50|23.27
T-E-1|2017-05-18 00:11:02|21.25
T-E-1|2017-05-18 00:11:14|24.25
T-E-1|2017-05-18 00:11:27|21.25
T-E-1|2017-05-18 00:11:39|24.25
T-E-1|2017-05-18 00:11:51|21.25
T-E-1|2017-05-18 00:12:03|24.23
T-E-1|2017-05-18 00:12:16|24.23
T-E-1|2017-05-18 00:12:28|24.23
T-E-1|2017-05-18 00:12:40|23.23
T-E-1|2017-05-18 00:12:53|23.23
T-E-1|2017-05-18 00:13:05|24.21
T-E-1|2017-05-18 00:13:17|22.21
T-E-1|2017-05-18 00:13:29|23.21
T-E-1|2017-05-18 00:13:42|22.21
T-E-1|2017-05-18 00:13:54|22.21
T-E-1|2017-05-18 00:14:06|22.2
T-E-1|2017-05-18 00:14:19|22.2
T-E-1|2017-05-18 00:14:31|24.2
T-E-1|2017-05-18 00:14:43|21.2
T-E-1|2017-05-18 00:14:56|21.2
T-E-1|2017-05-18 00:15:08|23.18
T-E-1|2017-05-18 00:15:20|23.18
T-E-1|2017-05-18 00:15:32|23.18
T-E-1|2017-05-18 00:15:45|24.18
T-E-1|2017-05-18 00:15:57|22.18
T-E-1|2017-05-18 00:16:09|21.16
T-E-1|2017-05-18 00:16:22|21.16
T-E-1|2017-05-18 00:16:34|24.16
T-E-1|2017-05-18 00:16:46|24.16
T-E-1|2017-05-18 00:16:59|22.16
T-E-1|2017-05-18 00:17:11|21.14
T-E-1|2017-05-18 00:17:23|23.14
T-E-1|2017-05-18 00:17:35|23.14
T-E-1|2017-05-18 00:17:48|24.14
T-E-1|2017-05-18 00:18:00|23.12
T-E-1|2017-05-18 00:18:12|24.12
T-E-1|2017-05-18 00:18:25|24.12
T-E-1|2017-05-18 00:18:37|23.12
T-E-1|2017-05-18 00:18:49|24.12
T-E-1|2017-05-18 00:19:02|23.11
T-E-1|2017-05-18 00:19:14|21.11
T-E-1|2017-05-18 00:19:26|21.11
T-E-1|2017-05-18 00:19:38|24.11
T-E-1|2017-05-18 00:19:51|21.11
T-E-1|2017-05-18 00:20:03|21.09
T-E-1|2017-05-18 00:20:15|21.09
T-E-1|2017-05-18 00:20:28|21.09
T-E-1|2017-05-18 00:20:40|21.09
T-E-1|2017-05-18 00:20:52|24.09
T-E-1|2017-05-18 00:21:05|23.07
T-E-1|2017-05-18 00:21:17|23.07
T-E-1|2017-05-18 00:21:29|22.07
T-E-1|2017-05-18 00:21:41|23.07
T-E-1|2017-05-18 00:21:54|21.07
T-E-1|2017-05-18 00:22:06|24.06
T-E-1|2017-05-18 00:22:18|23.06
T-E-1|2017-05-18 00:22:31|23.06
T-E-1|2017-05-18 00:22:43|22.06
T-E-1|2017-05-18 00:22:55|23.06
T-E-1|2017-05-18 00:23:08|22.04
T-E-1|2017-05-18 00:23:20|21.04
T-E-1|2017-05-18 00:23:32|24.04
T-E-1|2017-05-18 00:23:45|23.04
T-E-1|2017-05-18 00:23:57|22.04
T-E-1|2017-05-18 00:24:09|24.02
T-E-1|2017-05-18 00:24:22|22.02
T-E-1|2017-05-18 00:24:34|21.02
T-E-1|2017-05-18 00:24:47|23.02
T-E-1|2017-05-18 00:24:59|22.02
T-E-1|2017-05-18 00:25:11|24.01
T-E-1|2017-05-18 00:25:23|22.01
T-E-1|2017-05-18 00:25:36|22.01
T-E-1|2017-05-18 00:25:48|24.01
T-E-1|2017-05-18 00:26:00|22.99
T-E-1|2017-05-18 00:26:13|21.99
T-E-1|2017-05-18 00:26:25|23.99
T-E-1|2017-05-18 00:26:37|21.99
T-E-1|2017-05-18 00:26:50|23.99
T-E-1|2017-05-18 00:27:02|21.98
T-E-1|2017-05-18 00:27:14|20.98
T-E-1|2017-05-18 00:27:27|22.98
T-E-1|2017-05-18 00:27:39|20.98
T-E-1|2017-05-18 00:27:51|23.98
T-E-1|2017-05-18 00:28:04|22.96
T-E-1|2017-05-18 00:28:16|20.96
T-E-1|2017-05-18 00:28:29|22.96
T-E-1|2017-05-18 00:28:41|21.96
T-E-1|2017-05-18 00:28:53|20.96
T-E-1|2017-05-18 00:29:06|20.95
T-E-1|2017-05-18 00:29:18|22.95
T-E-1|2017-05-18 00:29:30|20.95
T-E-1|2017-05-18 00:29:42|22.95
T-E-1|2017-05-18 00:29:55|20.95
T-E-1|2017-05-18 00:30:07|23.93
T-E-1|2017-05-18 00:30:20|20.93
T-E-1|2017-05-18 00:30:32|22.93
T-E-1|2017-05-18 00:30:44|21.93
T-E-1|2017-05-18 00:30:57|20.93
T-E-1|2017-05-18 00:31:09|23.92
T-E-1|2017-05-18 00:31:21|21.92
T-E-1|2017-05-18 00:31:34|20.92
T-E-1|2017-05-18 00:31:46|23.92
T-E-1|2017-05-18 00:31:58|21.92
T-E-1|2017-05-18 00:32:11|21.9
T-E-1|2017-05-18 00:32:23|20.9
T-E-1|2017-05-18 00:32:35|23.9
T-E-1|2017-05-18 00:32:48|23.9
T-E-1|2017-05-18 00:33:00|22.89
T-E-1|2017-05-18 00:33:12|22.89
T-E-1|2017-05-18 00:33:25|21.89
T-E-1|2017-05-18 00:33:37|23.89
T-E-1|2017-05-18 00:33:49|21.89
T-E-1|2017-05-18 00:34:02|23.88
T-E-1|2017-05-18 00:34:14|22.88
T-E-1|2017-05-18 00:34:26|20.88
T-E-1|2017-05-18 00:34:39|20.88
T-E-1|2017-05-18 00:34:51|21.88
T-E-1|2017-05-18 00:35:03|23.86
T-E-1|2017-05-18 00:35:16|22.86
T-E-1|2017-05-18 00:35:28|22.86
T-E-1|2017-05-18 00:35:41|23.86
T-E-1|2017-05-18 00:35:53|21.86
T-E-1|2017-05-18 00:36:05|20.85
T-E-1|2017-05-18 00:36:18|21.85
T-E-1|2017-05-18 00:36:30|23.85
T-E-1|2017-05-18 00:36:43|20.85
T-E-1|2017-05-18 00:36:55|23.85
T-E-1|2017-05-18 00:37:07|21.84
T-E-1|2017-05-18 00:37:20|22.84
T-E-1|2017-05-18 00:37:32|21.84
T-E-1|2017-05-18 00:37:44|23.84
T-E-1|2017-05-18 00:37:57|23.84
T-E-1|2017-05-18 00:38:09|20.83
T-E-1|2017-05-18 00:38:22|22.83
T-E-1|2017-05-18 00:38:34|21.83
T-E-1|2017-05-18 00:38:46|23.83
T-E-1|2017-05-18 00:38:59|20.83
T-E-1|2017-05-18 00:39:11|23.81
T-E-1|2017-05-18 00:39:23|23.81
T-E-1|2017-05-18 00:39:36|22.81
T-E-1|2017-05-18 00:39:48|21.81
T-E-1|2017-05-18 00:40:01|23.8
T-E-1|2017-05-18 00:40:13|20.8
T-E-1|2017-05-18 00:40:25|20.8
T-E-1|2017-05-18 00:40:38|23.8
T-E-1|2017-05-18 00:40:50|23.8
T-E-1|2017-05-18 00:41:03|21.79
T-E-1|2017-05-18 00:41:15|22.79
T-E-1|2017-05-18 00:41:27|23.79
T-E-1|2017-05-18 00:41:40|23.79
T-E-1|2017-05-18 00:41:52|23.79
T-E-1|2017-05-18 00:42:05|23.78
T-E-1|2017-05-18 00:42:17|22.78
T-E-1|2017-05-18 00:42:29|21.78
T-E-1|2017-05-18 00:42:42|22.78
T-E-1|2017-05-18 00:42:54|23.78
T-E-1|2017-05-18 00:43:07|20.77
T-E-1|2017-05-18 00:43:19|22.77
T-E-1|2017-05-18 00:43:32|22.77
T-E-1|2017-05-18 00:43:44|22.77
T-E-1|2017-05-18 00:43:56|20.77
T-E-1|2017-05-18 00:44:09|22.76
T-E-1|2017-05-18 00:44:21|21.76
T-E-1|2017-05-18 00:44:34|23.76
T-E-1|2017-05-18 00:44:46|20.76
T-E-1|2017-05-18 00:44:58|20.76
T-E-1|2017-05-18 00:45:11|21.75
T-E-1|2017-05-18 00:45:23|21.75
T-E-1|2017-05-18 00:45:36|21.75
T-E-1|2017-05-18 00:45:48|20.75
T-E-1|2017-05-18 00:46:01|20.73
T-E-1|2017-05-18 00:46:13|23.73
T-E-1|2017-05-18 00:46:26|20.73
T-E-1|2017-05-18 00:46:38|21.73
T-E-1|2017-05-18 00:46:50|21.73
T-E-1|2017-05-18 00:47:03|22.72
T-E-1|2017-05-18 00:47:15|21.72
T-E-1|2017-05-18 00:47:28|23.72
T-E-1|2017-05-18 00:47:40|23.72
T-E-1|2017-05-18 00:47:53|23.72
T-E-1|2017-05-18 00:48:05|23.71
T-E-1|2017-05-18 00:48:18|21.71
T-E-1|2017-05-18 00:48:30|23.71
T-E-1|2017-05-18 00:48:42|23.71
T-E-1|2017-05-18 00:48:55|23.71
T-E-1|2017-05-18 00:49:07|21.7
T-E-1|2017-05-18 00:49:20|22.7
T-E-1|2017-05-18 00:49:32|21.7
T-E-1|2017-05-18 00:49:45|20.7
T-E-1|2017-05-18 00:49:57|20.7
T-E-1|2017-05-18 00:50:10|20.7
T-E-1|2017-05-18 00:50:22|20.7
T-E-1|2017-05-18 00:50:35|23.7
T-E-1|2017-05-18 00:50:47|20.7
T-E-1|2017-05-18 00:50:59|22.7
T-E-1|2017-05-18 00:51:12|22.69
T-E-1|2017-05-18 00:51:24|21.69
T-E-1|2017-05-18 00:51:37|23.69
T-E-1|2017-05-18 00:51:49|20.69
T-E-1|2017-05-18 00:52:02|20.68
T-E-1|2017-05-18 00:52:14|22.68
T-E-1|2017-05-18 00:52:27|22.68
T-E-1|2017-05-18 00:52:39|20.68
T-E-1|2017-05-18 00:52:51|21.68
T-E-1|2017-05-18 00:53:04|22.67
T-E-1|2017-05-18 00:53:16|23.67
T-E-1|2017-05-18 00:53:29|21.67
T-E-1|2017-05-18 00:53:41|23.67
T-E-1|2017-05-18 00:53:53|23.67
T-E-1|2017-05-18 00:54:06|20.66
T-E-1|2017-05-18 00:54:18|20.66
T-E-1|2017-05-18 00:54:31|21.66
T-E-1|2017-05-18 00:54:43|22.66
T-E-1|2017-05-18 00:54:55|22.66
T-E-1|2017-05-18 00:55:08|21.65
T-E-1|2017-05-18 00:55:20|22.65
T-E-1|2017-05-18 00:55:32|21.65
T-E-1|2017-05-18 00:55:45|22.65
T-E-1|2017-05-18 00:55:57|21.65
T-E-1|2017-05-18 00:56:09|22.64
T-E-1|2017-05-18 00:56:22|20.64
T-E-1|2017-05-18 00:56:34|22.64
T-E-1|2017-05-18 00:56:47|23.64
T-E-1|2017-05-18 00:56:59|20.64
T-E-1|2017-05-18 00:57:11|22.64
T-E-1|2017-05-18 00:57:24|20.64
T-E-1|2017-05-18 00:57:36|23.64
T-E-1|2017-05-18 00:57:48|20.64
T-E-1|2017-05-18 00:58:01|22.63
T-E-1|2017-05-18 00:58:13|21.63
T-E-1|2017-05-18 00:58:25|23.63
T-E-1|2017-05-18 00:58:38|22.63
T-E-1|2017-05-18 00:58:50|21.63
T-E-1|2017-05-18 00:59:02|23.62
T-E-1|2017-05-18 00:59:15|21.62
T-E-1|2017-05-18 00:59:27|23.62
T-E-1|2017-05-18 00:59:39|23.62
T-E-1|2017-05-18 00:59:52|21.62
T-E-1|2017-05-18 01:00:05|23.61
T-E-1|2017-05-18 01:00:18|22.61
T-E-1|2017-05-18 01:00:30|21.61
T-E-1|2017-05-18 01:00:43|23.61
T-E-1|2017-05-18 01:00:55|21.61
T-E-1|2017-05-18 01:01:07|20.61
T-E-1|2017-05-18 01:01:20|23.61
T-E-1|2017-05-18 01:01:32|21.61
T-E-1|2017-05-18 01:01:44|22.61
T-E-1|2017-05-18 01:01:57|21.61
T-E-1|2017-05-18 01:02:09|21.6
T-E-1|2017-05-18 01:02:21|23.6
T-E-1|2017-05-18 01:02:33|22.6
T-E-1|2017-05-18 01:02:46|22.6
T-E-1|2017-05-18 01:02:58|21.6
T-E-1|2017-05-18 01:03:11|20.59
T-E-1|2017-05-18 01:03:23|22.59
T-E-1|2017-05-18 01:03:35|21.59
T-E-1|2017-05-18 01:03:47|20.59
T-E-1|2017-05-18 01:04:00|20.59
T-E-1|2017-05-18 01:04:12|23.59
T-E-1|2017-05-18 01:04:24|21.59
T-E-1|2017-05-18 01:04:37|20.59
T-E-1|2017-05-18 01:04:49|21.59
T-E-1|2017-05-18 01:05:02|20.58
T-E-1|2017-05-18 01:05:14|20.58
T-E-1|2017-05-18 01:05:26|22.58
T-E-1|2017-05-18 01:05:39|20.58
T-E-1|2017-05-18 01:05:51|23.58
T-E-1|2017-05-18 01:06:03|21.57
T-E-1|2017-05-18 01:06:16|23.57
T-E-1|2017-05-18 01:06:28|22.57
T-E-1|2017-05-18 01:06:40|22.57
T-E-1|2017-05-18 01:06:53|20.57
T-E-1|2017-05-18 01:07:05|23.57
T-E-1|2017-05-18 01:07:17|20.57
T-E-1|2017-05-18 01:07:29|21.57
T-E-1|2017-05-18 01:07:42|20.57
T-E-1|2017-05-18 01:07:54|20.57
T-E-1|2017-05-18 01:08:06|21.56
T-E-1|2017-05-18 01:08:19|21.56
T-E-1|2017-05-18 01:08:31|23.56
T-E-1|2017-05-18 01:08:43|22.56
T-E-1|2017-05-18 01:08:56|21.56
T-E-1|2017-05-18 01:09:08|23.56
T-E-1|2017-05-18 01:09:20|20.56
T-E-1|2017-05-18 01:09:33|23.56
T-E-1|2017-05-18 01:09:45|21.56
T-E-1|2017-05-18 01:09:57|20.56
T-E-1|2017-05-18 01:10:10|20.55
T-E-1|2017-05-18 01:10:22|23.55
T-E-1|2017-05-18 01:10:34|22.55
T-E-1|2017-05-18 01:10:46|21.55
T-E-1|2017-05-18 01:10:59|21.55
T-E-1|2017-05-18 01:11:11|23.55
T-E-1|2017-05-18 01:11:23|22.55
T-E-1|2017-05-18 01:11:36|21.55
T-E-1|2017-05-18 01:11:48|20.55
T-E-1|2017-05-18 01:12:01|23.54
T-E-1|2017-05-18 01:12:13|22.54
T-E-1|2017-05-18 01:12:25|20.54
T-E-1|2017-05-18 01:12:38|21.54
T-E-1|2017-05-18 01:12:50|23.54
T-E-1|2017-05-18 01:13:02|21.54
T-E-1|2017-05-18 01:13:15|20.54
T-E-1|2017-05-18 01:13:27|23.54
T-E-1|2017-05-18 01:13:39|20.54
T-E-1|2017-05-18 01:13:52|21.54
T-E-1|2017-05-18 01:14:04|23.54
T-E-1|2017-05-18 01:14:17|21.54
T-E-1|2017-05-18 01:14:29|20.54
T-E-1|2017-05-18 01:14:41|21.54
T-E-1|2017-05-18 01:14:54|23.54
T-E-1|2017-05-18 01:15:06|20.53
T-E-1|2017-05-18 01:15:18|22.53
T-E-1|2017-05-18 01:15:31|20.53
T-E-1|2017-05-18 01:15:43|23.53
T-E-1|2017-05-18 01:15:56|21.53
T-E-1|2017-05-18 01:16:08|22.53
T-E-1|2017-05-18 01:16:20|20.53
T-E-1|2017-05-18 01:16:33|21.53
T-E-1|2017-05-18 01:16:45|20.53
T-E-1|2017-05-18 01:16:58|22.53
T-E-1|2017-05-18 01:17:10|20.52
T-E-1|2017-05-18 01:17:22|21.52
T-E-1|2017-05-18 01:17:35|22.52
T-E-1|2017-05-18 01:17:47|23.52
T-E-1|2017-05-18 01:18:00|21.52
T-E-1|2017-05-18 01:18:12|23.52
T-E-1|2017-05-18 01:18:24|21.52
T-E-1|2017-05-18 01:18:37|21.52
T-E-1|2017-05-18 01:18:49|21.52
T-E-1|2017-05-18 01:19:01|21.52
T-E-1|2017-05-18 01:19:14|21.52
T-E-1|2017-05-18 01:19:26|23.52
T-E-1|2017-05-18 01:19:39|21.52
T-E-1|2017-05-18 01:19:51|23.52
T-E-1|2017-05-18 01:20:03|21.52
T-E-1|2017-05-18 01:20:16|20.52
T-E-1|2017-05-18 01:20:28|21.52
T-E-1|2017-05-18 01:20:40|22.52
T-E-1|2017-05-18 01:20:53|23.52
T-E-1|2017-05-18 01:21:05|20.51
T-E-1|2017-05-18 01:21:18|21.51
T-E-1|2017-05-18 01:21:30|22.51
T-E-1|2017-05-18 01:21:42|22.51
T-E-1|2017-05-18 01:21:55|22.51
T-E-1|2017-05-18 01:22:07|21.51
T-E-1|2017-05-18 01:22:20|22.51
T-E-1|2017-05-18 01:22:32|21.51
T-E-1|2017-05-18 01:22:45|20.51
T-E-1|2017-05-18 01:22:57|22.51
T-E-1|2017-05-18 01:23:09|22.51
T-E-1|2017-05-18 01:23:22|23.51
T-E-1|2017-05-18 01:23:34|20.51
T-E-1|2017-05-18 01:23:47|22.51
T-E-1|2017-05-18 01:23:59|22.51
T-E-1|2017-05-18 01:24:11|23.51
T-E-1|2017-05-18 01:24:24|21.51
T-E-1|2017-05-18 01:24:36|23.51
T-E-1|2017-05-18 01:24:49|20.51
T-E-1|2017-05-18 01:25:01|23.5
T-E-1|2017-05-18 01:25:13|20.5
T-E-1|2017-05-18 01:25:26|22.5
T-E-1|2017-05-18 01:25:38|22.5
T-E-1|2017-05-18 01:25:51|22.5
T-E-1|2017-05-18 01:26:03|23.5
T-E-1|2017-05-18 01:26:15|21.5
T-E-1|2017-05-18 01:26:28|23.5
T-E-1|2017-05-18 01:26:40|20.5
T-E-1|2017-05-18 01:26:53|21.5
T-E-1|2017-05-18 01:27:05|23.5
T-E-1|2017-05-18 01:27:17|20.5
T-E-1|2017-05-18 01:27:30|20.5
T-E-1|2017-05-18 01:27:42|22.5
T-E-1|2017-05-18 01:27:55|23.5
T-E-1|2017-05-18 01:28:07|23.5
T-E-1|2017-05-18 01:28:19|20.5
T-E-1|2017-05-18 01:28:32|23.5
T-E-1|2017-05-18 01:28:44|20.5
T-E-1|2017-05-18 01:28:57|21.5
T-E-1|2017-05-18 01:29:09|23.5
T-E-1|2017-05-18 01:29:21|23.5
T-E-1|2017-05-18 01:29:34|23.5
T-E-1|2017-05-18 01:29:46|21.5
T-E-1|2017-05-18 01:29:59|21.5
T-E-1|2017-05-18 01:30:11|22.5
T-E-1|2017-05-18 01:30:24|22.5
T-E-1|2017-05-18 01:30:36|22.5
T-E-1|2017-05-18 01:30:48|20.5
T-E-1|2017-05-18 01:31:01|20.5
T-E-1|2017-05-18 01:31:13|23.5
T-E-1|2017-05-18 01:31:26|20.5
T-E-1|2017-05-18 01:31:38|21.5
T-E-1|2017-05-18 01:31:51|21.5
T-E-1|2017-05-18 01:32:03|23.5
T-E-1|2017-05-18 01:32:15|23.5
T-E-1|2017-05-18 01:32:28|23.5
T-E-1|2017-05-18 01:32:40|23.5
T-E-1|2017-05-18 01:32:53|23.5
T-E-1|2017-05-18 01:33:05|22.5
T-E-1|2017-05-18 01:33:18|20.5
T-E-1|2017-05-18 01:33:30|23.5
T-E-1|2017-05-18 01:33:43|23.5
T-E-1|2017-05-18 01:33:55|22.5
T-E-1|2017-05-18 01:34:07|22.5
T-E-1|2017-05-18 01:34:20|23.5
T-E-1|2017-05-18 01:34:32|20.5
T-E-1|2017-05-18 01:34:45|21.5
T-E-1|2017-05-18 01:34:57|21.5
T-E-1|2017-05-18 01:35:09|22.5
T-E-1|2017-05-18 01:35:22|23.5
T-E-1|2017-05-18 01:35:34|20.5
T-E-1|2017-05-18 01:35:47|20.5
T-E-1|2017-05-18 01:35:59|21.5
T-E-1|2017-05-18 01:36:12|20.5
T-E-1|2017-05-18 01:36:24|23.5
T-E-1|2017-05-18 01:36:37|21.5
T-E-1|2017-05-18 01:36:49|22.5
T-E-1|2017-05-18 01:37:02|21.5
T-E-1|2017-05-18 01:37:14|20.5
T-E-1|2017-05-18 01:37:27|20.5
T-E-1|2017-05-18 01:37:39|23.5
T-E-1|2017-05-18 01:37:51|20.5
T-E-1|2017-05-18 01:38:04|21.5
T-E-1|2017-05-18 01:38:16|21.5
T-E-1|2017-05-18 01:38:29|23.5
T-E-1|2017-05-18 01:38:41|22.5
T-E-1|2017-05-18 01:38:54|20.5
T-E-1|2017-05-18 01:39:06|23.5
T-E-1|2017-05-18 01:39:19|22.5
T-E-1|2017-05-18 01:39:31|22.5
T-E-1|2017-05-18 01:39:44|20.5
T-E-1|2017-05-18 01:39:56|20.5
T-E-1|2017-05-18 01:40:09|21.5
T-E-1|2017-05-18 01:40:21|23.5
T-E-1|2017-05-18 01:40:34|22.5
T-E-1|2017-05-18 01:40:46|21.5
T-E-1|2017-05-18 01:40:59|22.5
T-E-1|2017-05-18 01:41:11|22.5
T-E-1|2017-05-18 01:41:24|23.5
T-E-1|2017-05-18 01:41:36|23.5
T-E-1|2017-05-18 01:41:49|21.5
T-E-1|2017-05-18 01:42:01|22.51
T-E-1|2017-05-18 01:42:14|22.51
T-E-1|2017-05-18 01:42:26|21.51
T-E-1|2017-05-18 01:42:39|20.51
T-E-1|2017-05-18 01:42:51|22.51
T-E-1|2017-05-18 01:43:04|20.51
T-E-1|2017-05-18 01:43:16|20.51
T-E-1|2017-05-18 01:43:29|23.51
T-E-1|2017-05-18 01:43:41|21.51
T-E-1|2017-05-18 01:43:54|23.51
T-E-1|2017-05-18 01:44:06|22.51
T-E-1|2017-05-18 01:44:19|20.51
T-E-1|2017-05-18 01:44:31|22.51
T-E-1|2017-05-18 01:44:44|23.51
T-E-1|2017-05-18 01:44:56|22.51
T-E-1|2017-05-18 01:45:09|23.51
T-E-1|2017-05-18 01:45:21|22.51
T-E-1|2017-05-18 01:45:34|23.51
T-E-1|2017-05-18 01:45:46|22.51
T-E-1|2017-05-18 01:45:59|20.51
T-E-1|2017-05-18 01:46:11|23.51
T-E-1|2017-05-18 01:46:24|23.51
T-E-1|2017-05-18 01:46:37|23.51
T-E-1|2017-05-18 01:46:49|22.51
T-E-1|2017-05-18 01:47:02|21.52
T-E-1|2017-05-18 01:47:14|20.52
T-E-1|2017-05-18 01:47:26|20.52
T-E-1|2017-05-18 01:47:39|23.52
T-E-1|2017-05-18 01:47:52|21.52
T-E-1|2017-05-18 01:48:04|23.52
T-E-1|2017-05-18 01:48:16|22.52
T-E-1|2017-05-18 01:48:29|21.52
T-E-1|2017-05-18 01:48:42|20.52
T-E-1|2017-05-18 01:48:54|22.52
T-E-1|2017-05-18 01:49:07|21.52
T-E-1|2017-05-18 01:49:19|23.52
T-E-1|2017-05-18 01:49:32|22.52
T-E-1|2017-05-18 01:49:44|20.52
T-E-1|2017-05-18 01:49:57|22.52
T-E-1|2017-05-18 01:50:09|21.53
T-E-1|2017-05-18 01:50:22|22.53
T-E-1|2017-05-18 01:50:34|20.53
T-E-1|2017-05-18 01:50:47|21.53
T-E-1|2017-05-18 01:50:59|22.53
T-E-1|2017-05-18 01:51:12|23.53
T-E-1|2017-05-18 01:51:24|23.53
T-E-1|2017-05-18 01:51:37|21.53
T-E-1|2017-05-18 01:51:49|20.53
T-E-1|2017-05-18 01:52:02|23.53
T-E-1|2017-05-18 01:52:15|21.53
T-E-1|2017-05-18 01:52:27|23.53
T-E-1|2017-05-18 01:52:40|23.53
T-E-1|2017-05-18 01:52:52|20.53
T-E-1|2017-05-18 01:53:05|23.54
T-E-1|2017-05-18 01:53:17|21.54
T-E-1|2017-05-18 01:53:30|23.54
T-E-1|2017-05-18 01:53:42|20.54
T-E-1|2017-05-18 01:53:55|22.54
T-E-1|2017-05-18 01:54:07|20.54
T-E-1|2017-05-18 01:54:20|23.54
T-E-1|2017-05-18 01:54:32|22.54
T-E-1|2017-05-18 01:54:45|23.54
T-E-1|2017-05-18 01:54:57|20.54
T-E-1|2017-05-18 01:55:10|21.54
